department,region,education,gender,recruitment_channel,no_of_trainings,age,KPIs_met >60%,awards_won?,avg_training_score
9,11,2,1,1,1,32,0,0,80
5,32,2,1,3,1,35,0,0,85
4,13,2,0,1,1,43,0,0,82
2,32,2,0,3,1,27,0,0,53
1,14,2,1,3,1,28,0,0,49
2,2,1,0,1,2,43,1,0,63
3,31,2,1,3,1,33,0,0,68
2,25,1,1,3,1,34,1,0,60
9,22,2,1,3,1,35,1,0,81
1,2,1,1,3,1,50,0,0,46
4,27,2,0,3,1,24,0,0,82
3,17,1,1,3,2,47,1,0,71
1,22,2,0,1,1,27,0,0,48
1,2,2,1,3,2,24,0,0,53
7,23,2,0,3,1,30,0,0,43
2,27,2,0,3,1,40,0,0,57
1,16,1,1,1,1,38,0,0,49
3,2,2,0,3,6,49,1,0,70
1,7,1,0,3,1,34,1,0,48
2,25,2,0,3,1,38,0,0,61
1,27,2,0,1,1,33,0,0,53
1,2,2,1,1,1,37,0,0,53
1,7,2,0,3,2,31,1,0,52
4,2,1,1,3,1,43,0,0,83
2,31,1,0,3,1,37,0,0,57
4,2,2,0,3,3,30,1,0,76
2,2,2,1,2,1,33,0,0,54
7,22,1,0,3,1,29,0,0,50
9,22,2,1,3,1,35,0,0,82
2,2,2,0,1,1,31,1,0,63
2,22,1,1,2,2,37,1,0,64
1,2,2,0,3,1,44,0,0,48
2,14,2,1,3,1,27,0,0,63
2,4,2,0,3,1,34,1,0,60
1,28,1,1,1,1,33,1,0,44
1,7,2,1,1,2,45,0,0,47
1,16,2,1,3,1,31,0,0,47
1,13,1,1,3,1,45,0,0,45
4,7,1,0,3,1,50,1,0,79
2,22,1,1,2,1,34,1,0,58
6,22,1,1,3,2,33,0,0,58
7,7,2,1,3,1,30,0,0,49
1,26,2,1,1,1,32,0,0,45
6,2,2,0,3,1,34,0,0,57
5,22,2,1,3,1,27,1,0,82
6,22,2,1,3,3,27,1,0,66
2,2,2,0,3,1,35,0,0,59
2,30,2,0,3,1,29,0,0,60
2,7,2,0,3,1,35,1,0,62
1,2,2,1,3,2,36,0,0,50
2,2,1,1,3,1,45,0,0,56
5,2,2,1,3,1,56,0,0,85
1,2,1,1,3,1,44,0,0,49
3,6,2,0,1,1,27,1,0,67
2,22,2,1,3,1,40,1,0,61
2,8,2,0,3,1,34,0,0,62
5,22,2,1,3,4,27,0,0,86
4,2,1,1,3,1,34,1,0,81
5,28,2,1,3,1,28,0,0,83
1,16,2,1,1,2,30,0,0,48
1,16,1,1,3,1,33,0,0,49
1,31,2,0,3,2,29,0,0,52
1,25,2,1,1,1,34,0,0,49
4,13,3,1,3,2,23,0,0,73
2,22,2,1,2,1,26,0,0,56
5,32,2,1,1,1,26,0,0,82
2,19,2,1,3,2,32,0,0,62
4,5,1,0,1,1,43,0,0,82
2,8,2,0,3,1,25,0,0,63
2,4,1,1,3,1,51,0,0,60
2,2,2,0,3,1,30,0,0,59
4,26,1,1,3,1,50,1,0,81
6,2,2,1,1,1,36,1,0,61
1,13,1,1,3,1,32,0,0,53
6,5,2,1,1,1,36,1,0,62
1,23,1,1,3,1,43,0,0,44
7,25,1,1,3,1,32,0,0,48
1,15,2,1,1,1,45,0,0,48
1,20,2,1,3,1,46,0,0,48
1,7,1,1,1,1,41,0,0,52
2,27,2,1,3,1,31,0,0,59
1,15,1,1,3,1,28,0,0,50
9,26,2,1,1,1,30,1,0,88
3,2,2,0,3,1,29,1,0,70
1,14,1,1,3,1,23,0,0,48
1,30,2,1,3,1,37,0,0,47
1,26,2,1,1,1,28,1,0,53
6,22,2,0,1,1,27,1,1,58
2,15,1,1,1,1,32,0,0,58
6,2,2,1,1,1,32,1,0,61
2,4,2,1,3,1,28,1,0,58
3,2,1,1,3,1,59,1,0,72
2,31,2,0,3,1,31,0,0,67
4,2,2,1,1,1,37,0,0,74
5,34,2,1,1,1,32,0,0,87
1,17,2,1,3,1,30,0,0,42
1,2,1,1,1,2,44,0,0,51
3,16,1,0,1,1,41,1,0,66
8,2,3,1,1,1,28,1,0,63
1,5,1,1,3,1,34,1,0,47
4,17,2,0,3,1,29,1,0,81
4,13,2,0,3,1,31,0,0,82
1,15,2,1,3,1,29,0,0,49
1,11,1,1,3,1,43,0,0,46
7,24,2,1,3,1,30,0,0,43
1,1,2,1,1,1,35,0,1,47
8,2,1,1,1,1,53,0,0,62
1,1,1,0,1,1,34,1,0,51
6,28,2,0,3,1,28,1,0,57
1,20,2,1,3,1,31,1,0,49
2,2,2,0,3,1,60,0,0,53
1,7,2,1,3,1,31,1,0,51
2,19,1,1,3,1,35,0,0,59
2,20,2,0,3,1,38,1,0,58
2,17,2,1,1,1,36,0,0,63
7,32,2,1,3,1,27,0,0,51
4,7,2,0,1,3,28,0,0,83
3,2,2,1,1,1,31,0,0,71
8,2,2,1,1,1,30,0,0,63
1,4,2,1,1,1,46,0,0,45
1,15,2,0,1,1,33,0,0,49
1,2,2,1,3,1,36,0,0,51
8,2,3,1,1,1,27,1,0,56
6,2,2,0,3,2,35,1,0,61
1,19,2,1,3,1,50,0,0,45
1,22,1,0,1,1,26,0,0,46
1,27,2,1,1,1,31,0,0,52
5,12,2,1,3,1,28,0,0,81
5,22,2,1,1,1,31,0,0,89
6,28,1,0,1,1,32,1,0,58
7,28,1,1,1,1,32,0,0,52
1,28,1,1,3,1,37,0,0,49
7,20,2,1,1,1,31,0,0,52
5,16,2,1,3,1,34,0,0,86
1,2,1,0,1,1,44,1,0,47
4,1,2,0,1,1,29,0,0,78
1,2,1,1,1,2,39,0,0,50
5,22,1,1,1,2,40,0,0,85
6,2,2,1,3,1,38,1,0,59
9,7,1,1,3,1,33,1,0,86
3,7,1,0,3,1,38,0,0,70
1,2,2,0,1,2,57,0,0,50
2,27,2,1,3,1,32,0,0,60
1,6,2,1,3,1,41,0,0,52
2,24,1,0,3,1,38,0,0,51
4,29,2,1,1,1,30,1,0,77
1,4,1,1,3,2,37,0,0,47
4,27,2,1,1,1,30,0,0,78
3,14,2,1,3,1,30,0,0,66
3,7,2,0,3,1,29,0,0,74
4,13,1,0,1,1,37,1,0,82
1,4,1,1,1,1,49,0,0,48
1,3,2,1,3,1,30,1,0,48
5,7,1,1,1,2,32,1,0,92
1,2,2,1,3,2,38,0,0,54
6,20,2,1,3,1,31,0,0,59
1,1,1,1,3,1,43,0,0,51
8,2,1,1,1,1,40,0,0,63
6,27,2,0,3,1,35,1,0,55
1,13,2,1,3,1,31,0,0,49
3,2,2,0,3,1,45,1,1,69
4,27,2,1,1,2,32,0,0,82
3,7,2,1,1,1,53,0,0,69
2,19,2,0,3,2,32,0,0,64
1,31,1,0,3,1,36,0,0,53
1,12,2,1,3,1,42,0,0,49
2,19,2,1,1,2,38,0,0,56
5,32,2,0,3,1,28,0,0,81
1,1,1,1,3,1,31,1,0,50
1,7,2,1,3,2,35,1,0,48
5,22,2,0,1,1,28,1,0,87
4,4,1,0,3,1,32,1,0,77
2,22,1,0,3,1,38,0,0,65
5,16,1,1,3,1,34,1,0,88
2,10,1,1,1,1,39,1,0,59
2,8,1,0,1,1,33,0,0,63
1,31,1,1,3,1,29,0,0,52
7,2,2,0,1,1,34,0,0,47
8,2,2,1,1,1,34,0,0,62
7,2,2,1,1,1,28,0,0,49
7,26,2,1,1,1,27,1,0,50
1,17,1,1,3,1,44,0,0,46
3,4,2,1,1,1,30,1,0,72
1,19,2,1,3,1,36,0,0,47
3,7,2,1,1,2,28,0,0,65
1,2,2,1,1,1,45,0,0,47
4,33,2,1,3,1,44,0,0,81
8,15,2,1,1,1,29,0,0,60
3,17,2,0,3,1,40,0,0,67
1,22,2,1,1,2,28,0,0,51
1,7,2,1,3,1,35,1,0,50
1,15,2,1,1,1,27,1,0,52
3,11,2,0,1,1,29,1,0,75
4,7,2,0,3,1,31,1,0,83
1,27,2,1,3,1,27,0,0,54
9,22,1,1,3,2,30,0,0,80
4,2,1,1,1,1,39,0,0,80
1,29,2,1,3,2,28,0,0,46
5,26,2,1,1,1,30,1,0,83
2,11,2,0,3,1,29,0,0,59
4,23,1,0,3,1,41,0,0,80
3,2,2,0,3,2,47,1,0,69
3,15,2,1,1,2,34,0,0,69
5,1,2,1,3,1,25,1,0,86
1,4,2,1,3,1,28,0,0,49
3,15,2,0,1,1,43,0,0,65
4,2,2,0,3,1,39,0,0,80
1,4,1,1,1,1,33,0,0,46
2,13,2,1,3,1,40,0,0,65
4,26,2,1,3,1,42,0,0,79
1,2,1,1,1,4,40,0,0,48
3,2,1,1,3,1,57,0,0,70
2,22,1,1,1,1,57,0,0,63
6,26,2,1,3,2,27,0,0,60
4,7,1,1,3,1,35,0,0,80
1,14,2,1,3,1,26,0,0,47
7,22,1,1,3,2,31,1,0,49
5,28,2,1,1,3,30,1,0,82
1,23,1,1,1,1,41,0,0,47
6,26,1,1,1,1,35,0,0,61
9,2,1,1,1,1,37,0,0,84
1,2,1,0,1,1,35,0,0,46
1,27,1,1,3,1,27,0,0,47
2,4,1,1,3,1,31,0,0,60
1,13,2,1,1,3,37,0,0,55
2,13,2,1,3,1,41,1,0,57
7,27,2,1,1,1,30,0,0,45
1,29,2,1,3,1,29,0,0,53
2,22,1,0,2,2,34,1,0,57
1,10,2,1,3,1,28,0,0,49
3,22,1,0,3,1,33,1,0,71
4,20,1,1,1,1,39,0,0,81
1,2,2,0,3,1,45,0,0,46
2,19,2,0,1,1,39,0,0,60
2,22,2,0,3,1,39,1,0,57
3,27,2,1,3,5,27,0,0,73
1,5,2,1,3,1,48,1,0,51
3,26,3,1,3,1,25,1,0,69
7,13,2,1,3,1,34,0,0,51
1,22,1,1,3,2,35,0,0,51
4,2,2,1,1,1,56,0,0,79
1,27,2,1,3,2,31,0,0,49
4,2,1,1,1,1,34,0,0,81
2,8,1,1,1,1,39,0,0,58
1,23,2,1,3,1,35,1,0,48
7,24,2,1,3,1,32,0,0,49
6,2,2,0,3,1,42,0,0,67
6,7,2,1,1,1,30,1,0,55
9,22,2,0,1,1,28,0,0,83
2,4,1,1,3,1,43,1,0,62
1,2,2,0,3,1,41,1,0,45
2,2,2,1,1,3,25,1,0,61
4,2,2,0,1,1,28,0,0,81
5,13,2,1,3,1,46,0,0,85
1,25,1,1,3,1,36,1,0,49
6,22,2,1,3,1,32,0,0,61
3,15,1,1,3,1,32,0,0,73
1,2,1,1,1,1,46,0,0,50
3,16,2,1,3,1,32,0,0,69
1,13,2,0,1,1,39,0,0,50
3,2,2,0,3,1,34,0,0,65
3,17,2,1,1,1,54,1,0,73
3,22,2,0,3,1,33,0,0,73
3,34,1,1,3,1,43,1,0,66
1,22,2,1,2,2,26,1,0,52
5,7,2,1,3,1,40,0,0,81
1,16,1,1,1,1,54,0,0,45
9,22,1,0,3,1,29,0,0,86
1,15,2,1,1,1,36,0,0,51
1,13,1,1,1,1,41,1,0,43
1,7,1,0,3,1,37,0,0,46
2,3,1,0,3,1,32,0,0,57
2,2,2,1,3,1,35,0,0,61
1,1,1,1,1,1,40,1,0,50
1,30,2,1,3,1,26,1,0,48
5,25,2,1,3,3,32,0,0,88
2,30,1,1,1,1,41,1,0,61
1,2,1,0,3,1,56,0,0,46
2,28,1,1,1,1,32,0,0,58
9,15,2,1,3,1,34,1,0,81
2,2,2,1,3,1,26,0,0,56
2,2,2,0,3,1,38,1,0,63
5,26,2,1,3,1,38,0,0,84
2,7,2,1,1,1,31,0,0,61
1,2,2,0,1,1,42,1,0,52
5,25,2,1,1,2,32,1,0,83
1,13,2,0,3,1,31,0,0,51
1,7,2,0,1,1,38,0,0,51
3,2,1,0,3,3,37,0,0,71
4,2,2,1,1,2,33,0,0,81
4,2,2,0,3,1,42,0,0,83
2,19,2,1,3,1,44,1,0,63
2,13,2,0,1,1,28,1,0,59
7,2,2,1,3,1,28,0,0,47
3,2,2,1,3,1,26,0,0,69
2,2,2,0,3,1,30,0,0,62
3,2,2,1,1,1,24,0,0,64
4,26,2,1,1,1,38,0,0,80
9,13,1,1,1,2,35,1,0,83
3,2,1,1,1,1,53,0,0,69
1,2,1,0,3,1,43,0,0,45
2,2,1,1,1,1,47,0,0,58
1,22,2,0,3,1,29,0,0,51
1,21,2,1,3,2,29,0,0,47
1,25,2,1,3,1,29,0,0,49
4,13,2,1,3,1,31,1,0,77
5,15,1,1,3,1,31,0,0,86
5,7,2,1,3,2,30,1,0,91
1,13,2,1,1,1,34,1,0,55
4,2,2,1,1,1,27,1,0,79
6,7,2,0,3,1,24,0,0,62
4,13,2,1,1,1,31,0,0,82
2,8,2,1,1,1,26,0,0,56
5,27,2,1,3,1,29,0,0,84
1,20,2,1,1,1,33,1,0,52
2,22,3,1,1,1,22,0,0,55
5,27,2,1,1,1,28,0,0,78
5,7,1,1,3,1,35,1,0,83
2,11,1,1,3,2,37,1,0,58
1,2,2,0,1,3,46,0,0,46
5,31,2,1,3,1,36,0,0,82
3,4,1,1,3,2,35,0,0,66
1,22,2,1,3,1,22,0,0,52
4,5,2,0,1,2,32,0,0,84
2,2,1,0,1,1,58,1,0,59
2,22,2,0,1,1,30,1,0,58
2,7,2,1,1,1,38,0,0,56
8,2,2,1,1,1,34,0,0,57
3,25,1,1,3,2,36,1,0,66
3,2,2,1,3,2,43,0,0,68
1,7,2,1,3,1,45,0,0,50
4,27,2,1,3,1,31,0,0,79
1,19,2,1,3,2,37,0,0,50
5,27,2,1,1,1,26,0,0,85
2,26,2,0,1,1,27,1,0,62
1,4,2,1,3,1,33,1,0,50
4,27,2,1,3,2,23,0,0,74
6,7,2,1,1,1,30,1,0,59
5,22,2,1,3,1,25,0,0,89
6,2,2,1,1,4,35,0,0,62
8,2,3,0,1,1,26,0,0,57
5,2,2,1,3,1,50,0,0,87
4,2,2,0,1,1,28,0,0,78
1,2,2,1,3,5,45,1,0,49
5,22,2,0,1,1,29,0,0,89
5,22,2,0,1,1,26,0,0,86
1,9,2,1,1,1,26,0,0,48
9,25,1,1,1,1,35,1,0,86
2,27,2,1,1,2,33,0,1,56
1,15,2,1,1,1,29,0,0,50
2,2,1,0,3,1,56,0,0,57
2,27,2,0,3,1,29,0,0,57
2,14,2,0,3,1,38,1,0,60
2,2,1,1,1,1,43,0,0,63
1,25,2,1,1,2,32,0,0,44
2,14,2,1,3,2,34,1,0,61
1,13,2,1,3,1,34,1,0,50
7,22,2,1,1,1,34,0,0,49
2,29,2,1,3,1,27,0,0,57
4,2,2,0,3,1,43,1,0,83
1,29,1,1,1,1,30,0,0,53
3,2,2,0,3,1,34,0,0,72
1,2,2,0,3,2,34,0,0,50
4,2,1,1,3,2,41,0,0,78
4,27,1,1,3,2,36,0,0,77
6,2,2,1,1,2,35,0,0,62
6,31,2,1,3,1,27,0,0,60
1,27,1,1,1,1,35,0,0,50
2,25,1,0,3,1,38,1,0,68
2,7,2,1,1,1,27,0,0,59
1,17,1,1,1,1,38,0,0,44
7,2,2,0,2,1,44,0,0,49
8,2,2,1,3,1,38,1,0,61
3,26,2,0,3,1,30,0,0,70
2,22,2,0,1,1,28,0,0,62
5,15,2,1,1,3,32,1,0,87
3,2,2,1,3,1,47,0,0,69
5,2,2,0,1,1,31,0,0,87
1,25,2,1,3,1,33,1,0,50
1,32,2,1,1,1,33,0,0,45
1,13,2,1,1,1,44,0,0,42
2,8,2,1,3,1,26,0,0,56
3,22,1,0,1,1,38,0,0,67
5,31,2,1,3,2,31,0,0,87
5,22,2,1,1,2,43,0,0,84
2,2,2,0,1,1,28,1,0,64
3,22,2,0,3,3,27,0,0,66
5,3,2,1,1,1,29,1,0,83
4,2,2,1,1,1,30,0,0,76
7,2,2,1,3,1,59,1,0,55
1,15,2,1,3,3,33,0,0,47
3,2,2,0,3,3,37,0,0,74
8,22,2,0,3,1,30,0,0,58
1,28,2,1,3,1,34,0,0,47
6,2,2,1,1,1,38,0,0,58
3,8,2,0,1,1,32,1,0,72
1,17,2,1,3,1,27,1,0,53
2,22,2,0,3,2,27,1,0,58
1,15,2,1,3,2,28,0,0,50
1,14,2,1,3,2,34,0,0,52
3,27,1,1,3,2,37,0,0,71
1,2,2,0,3,1,34,0,0,50
5,22,2,1,1,1,29,0,0,90
2,29,2,0,3,2,32,1,0,61
2,21,2,0,3,1,29,0,0,59
2,12,2,1,1,1,29,0,0,58
4,24,2,0,1,1,31,0,0,84
4,13,2,0,3,2,26,0,0,77
4,2,2,0,3,1,38,0,0,83
1,24,2,1,1,2,32,0,0,49
1,15,1,0,1,1,32,0,0,43
6,25,2,1,3,3,29,1,0,59
2,2,2,1,1,1,34,0,0,63
5,22,2,1,1,1,24,0,0,86
1,26,2,1,3,1,48,0,0,54
4,4,2,0,3,1,33,0,0,84
4,14,1,1,1,1,53,0,0,80
3,2,2,1,3,1,23,0,0,68
6,28,2,0,3,1,25,0,0,62
3,23,1,0,3,1,39,0,0,69
1,2,2,1,3,1,55,1,0,46
1,22,2,1,1,1,39,0,0,49
1,15,2,1,1,2,32,0,0,50
5,31,2,1,1,1,23,0,0,82
4,23,2,1,1,1,32,1,0,85
1,2,2,0,1,1,38,0,0,52
1,11,1,1,3,1,39,0,0,46
1,28,2,0,3,1,30,0,0,52
2,22,2,1,1,1,46,1,0,62
8,31,2,1,1,1,39,0,0,63
1,2,2,1,3,1,28,0,0,46
2,22,2,0,1,1,33,0,0,55
1,2,1,1,3,3,36,0,0,50
6,9,2,1,3,1,30,0,0,58
5,2,1,1,3,1,56,1,0,84
1,7,2,1,3,1,33,0,0,50
1,6,2,0,3,1,37,0,0,49
4,26,2,1,2,1,29,1,0,84
1,2,2,1,1,2,34,0,0,53
2,2,2,0,1,1,31,1,0,59
1,2,2,1,1,1,44,0,0,51
1,13,1,1,1,1,31,0,0,50
3,15,2,1,3,2,30,0,0,70
3,2,2,1,1,2,34,1,0,70
8,2,2,1,3,1,37,0,0,58
1,22,2,0,3,1,28,0,0,46
1,21,2,1,3,1,44,0,0,48
3,31,2,0,1,2,28,0,0,72
6,2,3,1,3,1,24,0,0,63
3,7,1,0,3,3,37,1,1,74
1,8,2,1,1,1,27,0,0,52
4,30,3,0,3,1,31,0,0,80
5,2,2,1,3,3,40,1,0,86
5,22,1,1,1,1,26,1,0,84
1,28,2,1,1,1,35,0,0,50
3,2,1,0,1,1,47,1,0,68
2,22,1,1,1,1,39,0,0,59
1,2,2,0,3,1,51,0,0,54
1,26,1,1,1,1,39,0,0,46
2,22,2,1,1,1,38,0,0,59
9,27,2,1,3,2,31,0,0,88
1,26,2,1,1,1,30,0,0,52
6,13,1,1,1,1,34,0,0,63
1,1,1,0,3,1,32,1,0,49
4,2,2,1,3,4,25,0,0,79
1,32,2,1,1,1,24,0,0,51
4,22,2,1,3,1,29,0,0,84
1,7,1,1,3,2,46,0,0,48
4,2,2,0,3,1,36,0,0,79
4,16,2,0,3,2,29,1,0,80
4,28,1,0,1,2,33,1,0,83
8,2,1,0,1,1,40,1,0,55
1,2,2,1,3,1,27,0,0,46
1,8,1,1,1,1,35,0,0,51
2,31,2,1,3,2,32,0,0,63
2,29,1,1,1,1,46,0,0,59
1,24,2,1,3,1,31,0,0,48
6,22,2,1,3,1,30,1,0,63
1,7,2,1,1,2,26,0,0,47
8,2,1,0,3,1,56,1,0,56
4,2,2,0,1,1,35,0,0,83
8,22,2,1,1,1,29,0,0,60
1,7,2,1,3,2,33,0,0,51
3,2,2,1,1,1,36,1,0,70
6,15,2,1,1,1,32,0,0,61
1,29,1,0,3,1,32,0,1,45
1,8,2,1,1,1,38,0,0,50
2,22,1,1,3,1,39,0,0,59
4,22,2,1,1,2,25,0,0,80
5,7,2,1,3,1,36,0,0,79
2,22,2,0,1,1,34,0,0,59
5,31,2,1,1,1,32,0,0,90
1,28,2,1,3,1,36,0,0,48
1,4,2,1,3,1,49,0,0,53
3,2,1,1,1,1,36,0,0,68
1,24,2,1,3,1,31,0,0,49
1,13,1,1,3,2,36,0,0,47
9,14,2,1,1,1,35,0,0,89
2,2,2,0,1,1,57,1,1,58
1,13,1,1,1,1,32,0,0,43
2,22,2,0,3,2,32,1,0,60
1,24,2,1,1,1,40,0,0,51
3,16,2,0,3,1,44,0,0,76
2,19,2,1,3,2,34,0,0,59
4,2,2,0,2,1,32,0,0,79
3,2,1,0,3,1,51,1,0,67
2,13,2,1,3,1,31,1,0,59
2,30,2,1,1,1,32,0,0,62
7,2,1,1,3,1,47,0,0,47
1,15,1,1,3,1,44,0,0,52
1,2,2,1,1,1,33,0,0,48
5,11,2,1,1,1,37,0,0,88
1,2,2,1,3,2,57,1,0,53
3,2,2,1,1,1,35,0,0,66
6,26,2,1,1,1,29,0,0,60
1,1,2,1,1,2,28,0,0,51
9,22,1,1,3,1,29,0,0,84
7,7,2,1,3,1,37,0,1,49
1,10,2,1,3,1,33,0,0,54
5,22,2,0,1,1,27,0,0,78
5,2,1,1,3,1,36,1,0,86
3,2,3,1,1,1,21,1,0,67
1,22,2,1,1,1,26,1,0,45
2,21,2,1,3,1,42,0,0,57
2,25,2,1,3,1,31,0,0,57
1,28,2,1,3,1,33,1,0,49
6,22,2,1,3,1,25,1,0,56
4,2,2,0,3,1,27,1,0,85
4,7,2,0,3,1,28,1,0,78
2,4,1,0,1,1,34,1,0,56
7,2,1,0,1,1,46,0,0,52
1,7,2,1,1,1,52,0,0,44
6,26,2,1,3,2,25,1,0,62
1,2,1,0,1,1,40,0,0,48
4,7,1,1,1,2,34,1,0,78
1,22,2,1,3,1,28,1,0,47
3,5,2,0,3,1,37,0,0,70
7,22,1,1,1,2,40,0,0,49
1,30,2,1,1,1,28,1,0,49
4,4,2,0,1,1,26,0,0,82
2,23,2,0,1,1,34,0,0,64
2,25,1,1,3,1,34,0,0,59
1,2,2,1,3,1,30,0,0,52
2,15,2,1,3,1,34,1,0,60
4,27,2,1,1,1,28,0,0,85
6,2,2,1,1,3,30,0,0,59
3,7,2,1,1,1,38,0,0,69
3,16,2,0,3,3,33,0,0,67
2,29,2,1,1,1,34,1,0,58
7,28,1,1,3,1,39,0,0,52
3,1,2,0,3,3,29,0,0,72
4,5,2,0,3,1,38,0,0,81
4,12,2,1,3,2,26,0,0,77
3,2,1,1,3,2,44,0,0,71
3,2,2,1,1,1,33,0,0,68
9,4,1,1,3,2,36,0,0,85
5,1,2,1,1,1,31,0,0,82
1,7,2,0,3,1,44,0,0,46
8,15,2,1,3,1,40,1,0,61
2,11,2,1,1,2,47,1,0,62
1,13,2,0,3,1,30,1,0,53
6,7,2,1,1,1,29,0,0,57
2,13,2,1,3,1,25,0,0,56
4,2,1,0,3,3,40,0,0,82
1,2,2,1,3,1,25,0,0,54
9,22,2,1,1,2,29,1,0,83
1,2,1,1,1,1,44,0,0,55
3,4,2,0,3,1,36,1,0,65
2,22,2,1,3,1,41,1,0,57
3,13,1,1,1,1,37,0,0,66
7,2,2,0,3,1,24,1,0,49
5,2,2,1,3,1,29,1,0,84
1,23,1,1,1,1,48,0,0,46
3,23,1,1,3,1,35,1,1,70
3,2,1,0,1,2,37,0,0,67
2,2,2,1,3,2,56,0,0,55
3,2,3,1,3,1,21,1,0,69
6,4,1,1,3,1,35,0,0,59
8,22,2,1,1,3,28,0,0,59
3,7,1,0,1,1,59,0,0,70
1,8,2,1,3,1,37,1,0,50
1,21,2,1,1,3,28,0,0,48
8,7,2,1,3,1,34,1,0,61
1,27,2,1,1,1,28,1,0,47
3,2,2,0,3,1,29,1,0,69
4,10,1,1,1,1,34,1,0,79
5,29,2,1,3,2,27,0,0,82
1,28,2,1,3,1,34,0,0,49
3,2,2,1,1,1,42,0,0,70
1,2,2,0,3,1,37,0,0,50
1,34,2,1,1,1,32,1,1,52
6,2,1,1,3,2,38,0,0,60
1,22,1,1,3,1,54,0,0,52
1,15,2,1,1,1,29,0,0,50
4,22,1,0,2,1,36,0,0,77
2,22,2,1,1,1,29,0,0,63
1,15,2,1,1,1,25,0,0,44
1,4,2,1,1,1,41,0,0,46
7,2,1,0,1,1,58,1,0,52
2,15,2,0,3,1,36,1,0,63
4,7,2,1,3,2,34,0,0,79
1,11,1,1,1,1,33,0,0,50
1,20,2,1,1,2,28,0,0,54
1,7,2,1,3,1,32,0,0,45
2,19,2,1,3,1,45,0,0,59
1,4,2,0,1,1,35,1,1,54
1,28,1,1,3,1,30,1,0,49
2,32,1,0,3,1,29,0,0,62
1,2,1,0,3,1,43,0,0,47
1,7,2,1,1,1,31,0,0,53
5,26,2,1,3,1,34,0,0,86
5,7,2,1,3,1,32,0,0,83
2,32,2,1,3,1,34,0,0,64
1,23,2,1,3,1,29,0,0,50
3,27,2,0,1,1,29,1,0,72
3,10,1,0,1,1,37,0,0,70
7,2,2,0,3,1,39,0,0,48
3,2,1,0,1,1,37,1,0,70
1,7,1,1,1,1,41,0,0,50
1,26,2,1,3,1,36,0,0,46
7,7,2,0,3,1,39,0,0,45
2,22,2,0,3,2,26,0,0,56
2,25,2,1,3,1,26,1,0,58
4,2,2,1,1,1,38,1,0,77
2,31,1,1,3,1,34,0,0,59
2,28,2,1,3,3,37,0,0,60
3,2,1,0,1,1,57,0,0,72
2,20,1,1,3,1,39,0,0,61
1,26,2,1,1,1,27,0,0,52
1,4,2,1,3,1,42,0,0,47
2,13,2,0,3,1,30,1,0,60
1,9,2,1,1,1,26,0,0,44
2,8,2,0,1,1,26,0,0,61
2,32,2,1,3,1,44,0,0,57
4,2,2,0,3,1,59,0,0,80
7,7,2,1,3,1,31,0,0,47
7,4,1,1,3,1,36,1,0,49
2,30,2,1,1,1,30,0,0,61
5,2,1,1,1,1,50,0,0,82
5,25,1,1,3,2,37,1,0,81
1,2,2,1,3,1,20,1,0,49
4,16,2,0,3,1,29,0,0,81
1,22,2,1,1,4,28,0,0,46
3,22,2,0,3,1,31,0,0,72
4,2,2,1,3,1,45,0,0,78
2,2,2,0,1,1,37,1,0,60
1,7,2,1,1,1,25,0,0,53
5,2,2,1,1,1,36,1,0,90
2,16,1,0,1,1,41,0,0,56
2,2,1,1,3,1,48,0,0,59
4,5,2,0,1,1,29,1,0,77
1,31,2,1,3,1,29,0,0,53
2,13,2,1,3,1,35,0,0,62
1,16,2,0,3,1,26,0,0,46
2,29,2,1,1,1,43,0,0,58
5,1,2,1,1,2,28,0,0,83
4,15,2,1,3,1,26,1,0,81
6,11,2,1,3,1,27,1,0,61
4,13,2,0,1,1,32,0,0,77
1,7,2,1,3,2,25,0,0,55
7,2,2,1,1,1,29,0,0,48
8,20,2,1,3,1,30,0,0,57
1,31,2,1,1,1,24,0,0,48
5,2,2,1,1,1,36,1,0,82
4,2,2,1,2,1,33,0,0,81
5,27,2,1,1,2,33,0,0,80
1,16,2,1,1,2,23,0,0,50
2,21,2,1,1,1,32,0,0,60
9,11,2,1,1,2,30,0,0,85
4,2,1,0,1,1,44,1,0,77
2,8,1,0,3,1,43,1,0,58
1,29,2,1,3,1,30,0,0,47
3,7,1,1,3,2,30,0,0,70
1,7,2,1,1,1,44,0,0,50
7,10,2,1,3,1,29,0,0,52
4,7,1,1,3,1,39,0,0,82
4,7,1,1,2,1,47,0,0,79
8,2,1,0,1,1,38,0,0,60
2,21,1,1,1,1,43,0,0,59
4,2,1,1,1,1,58,1,0,76
3,4,1,1,1,2,39,0,0,72
6,22,2,0,3,1,29,0,0,59
2,17,1,0,3,1,36,0,0,64
2,2,1,0,3,1,44,0,0,62
8,27,2,1,1,1,28,0,0,59
1,2,2,1,1,2,24,1,0,40
3,23,2,1,3,1,32,0,0,67
1,13,1,0,3,1,33,0,0,47
5,15,2,1,3,3,27,1,0,83
4,2,2,0,3,1,45,0,0,77
3,26,2,1,3,3,27,1,0,70
4,22,2,1,3,1,27,0,0,75
8,26,2,1,3,1,29,0,0,64
1,18,2,1,1,1,29,0,0,51
1,14,1,1,3,1,35,0,0,48
2,2,1,0,3,2,32,0,0,65
5,24,2,1,1,1,38,1,0,80
