department,region,education,gender,recruitment_channel,age,previous_year_rating,KPIs_met >60%,awards_won?,avg_training_score
2,2,2,2,1,28,5.0,1,0,62
5,2,2,1,1,32,4.0,0,0,83
3,16,2,1,1,27,3.0,0,0,67
2,7,1,2,3,45,4.0,1,0,65
3,2,2,2,1,54,3.0,1,0,67
5,22,1,1,1,38,5.0,1,0,88
2,6,2,1,3,24,5.0,1,0,57
1,7,2,1,1,39,5.0,0,0,48
3,2,1,2,3,49,3.0,1,0,70
2,8,1,1,1,40,4.0,0,0,57
3,6,2,1,1,25,5.0,1,0,68
3,16,2,2,3,34,3.0,0,0,65
2,26,2,1,3,27,5.0,0,0,59
5,17,2,1,3,29,3.0,1,0,81
2,26,2,1,3,29,5.0,0,0,56
2,29,2,1,3,32,3.0,0,0,59
3,2,1,2,3,40,4.0,0,0,71
1,31,1,1,3,33,4.0,0,0,50
4,22,2,1,3,44,3.0,1,0,78
1,14,2,2,3,27,1.0,0,0,55
3,16,1,1,3,33,4.0,0,0,67
2,2,2,2,3,39,1.0,0,0,60
8,2,2,1,3,40,4.0,0,0,57
4,7,1,1,3,41,2.0,0,0,79
6,22,1,1,3,32,4.0,1,0,57
1,15,2,1,1,33,1.0,0,0,48
3,2,2,2,1,53,4.0,0,0,69
9,4,2,1,1,31,5.0,1,0,80
1,14,2,1,1,25,1.0,0,0,48
7,4,1,1,3,36,3.0,0,0,48
4,26,2,2,3,25,1.0,0,0,79
5,22,2,1,2,32,5.0,0,0,86
2,2,2,2,3,38,5.0,1,0,63
1,7,2,1,3,29,5.0,0,0,51
1,15,2,1,3,40,1.0,0,0,51
3,22,2,2,1,30,3.0,1,0,72
4,23,2,1,1,25,5.0,1,0,83
1,7,2,2,3,60,1.0,1,0,50
2,22,2,2,3,32,4.0,0,0,60
5,31,2,1,3,41,3.0,0,0,83
1,11,2,1,3,33,1.0,0,0,49
2,2,2,1,1,26,5.0,1,0,62
4,2,3,1,3,20,1.0,0,0,74
2,2,2,1,1,33,5.0,0,0,60
2,13,2,1,3,34,5.0,0,0,55
1,7,2,1,3,45,4.0,0,0,50
4,33,1,1,1,53,5.0,1,0,82
5,26,2,1,1,25,3.0,1,0,82
3,2,2,1,1,57,3.0,0,0,67
2,6,2,1,3,28,4.0,0,0,56
1,30,2,1,1,30,1.0,0,0,54
2,11,1,1,1,44,4.0,0,0,63
9,26,2,1,3,34,5.0,0,0,87
2,15,2,1,2,42,5.0,0,0,57
4,7,2,1,3,37,4.0,1,0,85
1,7,2,1,3,44,4.0,0,0,47
1,31,1,1,3,46,4.0,0,0,51
2,15,2,1,3,31,4.0,1,0,59
3,2,1,1,3,32,3.0,0,0,69
2,2,1,1,3,56,4.0,0,0,62
6,31,2,1,1,28,5.0,1,0,61
5,16,2,1,3,32,1.0,0,0,83
3,2,2,2,1,42,1.0,0,0,70
1,6,2,1,3,26,5.0,1,0,45
4,22,2,1,1,34,1.0,0,0,78
1,15,1,1,1,35,5.0,1,0,54
1,23,2,2,3,28,2.0,0,0,49
1,23,2,1,3,40,2.0,0,0,53
4,22,2,1,2,28,4.0,0,0,82
5,15,2,1,1,29,4.0,0,0,86
1,9,2,1,3,29,4.0,0,0,53
2,1,1,1,1,38,3.0,0,0,62
2,33,1,1,3,36,3.0,0,0,60
1,13,2,1,1,44,1.0,0,0,47
3,4,2,1,3,40,4.0,0,0,70
7,30,2,1,3,27,3.0,0,0,53
1,2,2,2,1,38,2.0,0,0,53
1,27,2,1,3,23,5.0,0,0,47
1,2,1,1,3,31,4.0,0,0,53
2,30,2,1,1,30,4.0,0,0,62
7,22,2,1,3,28,1.0,0,0,47
2,5,2,1,3,31,5.0,1,0,61
2,22,1,2,3,34,3.0,1,0,58
2,22,2,2,3,29,4.0,1,0,57
1,16,1,1,3,45,2.0,1,0,49
2,2,2,2,3,43,3.0,1,0,57
7,17,2,2,3,27,3.0,0,0,45
3,17,2,1,3,42,3.0,1,0,69
3,15,2,1,1,29,2.0,0,0,69
3,2,1,2,3,34,4.0,0,0,74
9,26,2,1,3,37,3.0,1,0,82
2,2,3,1,1,24,4.0,1,0,56
3,2,1,2,1,34,4.0,0,0,66
4,2,2,2,1,55,5.0,1,0,81
2,15,1,1,3,37,3.0,1,0,54
7,2,1,1,1,50,2.0,1,0,44
2,2,3,2,1,22,5.0,0,0,61
1,2,1,2,3,55,3.0,0,0,53
1,31,2,1,3,25,2.0,1,0,44
2,2,1,1,1,55,5.0,1,0,63
4,5,2,1,1,33,3.0,0,0,79
5,28,2,1,1,39,5.0,1,0,81
2,32,2,1,1,28,3.0,0,0,59
7,2,1,1,1,40,4.0,0,0,48
3,7,2,1,1,34,3.0,0,0,76
1,13,2,1,3,54,2.0,0,0,49
5,21,2,1,3,41,3.0,0,0,82
1,28,2,1,3,34,4.0,0,0,49
6,31,2,1,3,27,3.0,0,0,58
6,14,2,1,3,35,3.0,1,0,62
2,32,2,1,3,36,4.0,0,0,56
1,3,2,1,3,29,5.0,0,0,48
1,31,2,1,1,27,1.0,0,0,45
1,13,2,2,1,37,3.0,0,0,52
4,13,1,2,3,33,4.0,0,0,74
7,7,2,1,3,40,4.0,0,0,53
4,2,1,1,1,32,3.0,0,0,75
4,13,2,1,3,24,5.0,0,0,78
6,20,1,2,3,34,1.0,0,0,59
1,9,1,1,3,39,3.0,0,0,50
3,27,1,2,1,34,4.0,1,0,72
1,22,2,1,3,30,2.0,0,0,51
1,27,2,1,3,27,1.0,0,0,51
3,10,2,1,1,31,4.0,0,0,72
2,22,1,2,1,52,5.0,1,0,54
2,2,1,1,1,47,3.0,0,0,58
3,8,2,1,1,29,3.0,1,0,70
2,2,2,2,1,53,3.0,0,0,61
5,25,1,1,3,34,3.0,1,0,83
1,4,1,1,3,44,1.0,0,0,50
1,17,2,1,1,31,5.0,1,0,50
1,23,2,1,3,37,4.0,0,0,49
3,15,1,1,3,38,4.0,0,0,73
1,2,1,2,3,30,3.0,0,0,47
1,24,2,1,3,32,1.0,0,0,55
4,2,2,1,3,39,4.0,1,0,79
1,8,1,1,3,41,3.0,0,0,48
5,2,1,1,1,36,4.0,0,0,80
2,34,2,1,3,38,1.0,0,0,60
1,25,2,2,1,29,1.0,0,0,49
7,22,2,1,2,29,5.0,0,0,46
5,29,1,1,1,37,4.0,1,0,89
1,13,1,1,3,46,5.0,1,0,57
4,13,2,2,3,29,1.0,0,0,80
5,22,2,2,1,29,5.0,1,0,82
1,2,1,1,1,42,2.0,0,0,48
4,7,1,2,1,35,4.0,0,0,78
7,2,2,2,3,36,2.0,0,0,53
1,2,2,1,3,29,4.0,0,0,47
3,15,2,1,3,32,4.0,1,0,70
5,7,1,1,3,41,3.0,0,0,87
6,7,1,1,3,33,4.0,0,0,61
8,11,2,1,1,34,3.0,0,0,61
4,22,1,1,3,47,4.0,0,0,77
1,1,2,1,3,27,3.0,0,0,52
7,15,2,1,3,30,4.0,0,0,54
1,25,2,1,1,32,3.0,0,0,51
7,27,2,2,3,26,3.0,1,0,54
3,14,2,2,3,37,4.0,0,0,68
4,24,1,1,1,31,1.0,1,0,78
1,9,2,1,3,33,5.0,0,0,48
6,7,2,1,3,29,4.0,0,0,61
6,7,2,2,3,31,3.0,1,0,57
1,2,2,2,1,60,1.0,0,0,51
1,22,1,1,1,46,3.0,0,0,44
5,15,2,1,1,31,3.0,1,0,80
1,2,2,2,3,20,3.0,1,0,53
2,7,3,1,3,25,5.0,1,0,60
4,12,2,2,3,32,3.0,0,0,82
2,6,2,1,3,34,2.0,0,0,56
2,15,2,1,3,23,3.0,0,0,58
1,22,2,2,1,28,3.0,0,0,50
2,21,2,2,1,43,5.0,1,0,63
7,2,2,1,3,35,2.0,0,0,51
4,2,2,2,3,34,1.0,0,0,78
1,22,2,1,3,56,5.0,0,0,45
7,7,2,2,1,36,4.0,0,0,51
1,7,2,1,3,27,2.0,0,0,51
4,2,1,2,1,30,3.0,0,0,75
5,28,1,1,3,34,1.0,0,0,85
2,7,2,1,3,30,3.0,1,0,64
4,16,2,1,3,33,5.0,1,0,82
3,11,2,1,1,32,4.0,0,0,74
1,2,2,2,3,40,1.0,0,0,51
1,22,2,2,2,27,5.0,1,0,47
6,7,2,1,3,30,5.0,1,0,60
3,26,2,2,3,34,3.0,0,0,66
3,10,1,1,3,36,3.0,0,0,67
8,22,3,2,3,25,2.0,1,0,58
2,22,2,1,3,33,3.0,1,0,61
2,7,2,2,1,30,5.0,1,0,61
2,21,1,1,3,37,3.0,0,0,55
6,2,1,1,3,38,3.0,0,0,60
2,17,2,2,1,36,5.0,0,0,56
1,11,1,1,3,38,3.0,0,0,51
7,2,2,2,2,25,3.0,0,0,48
4,7,1,1,1,43,3.0,0,0,82
2,22,2,2,1,34,1.0,0,0,62
1,22,1,2,3,37,4.0,0,0,49
1,8,2,1,3,27,5.0,1,0,48
2,15,2,1,3,35,5.0,1,1,56
1,7,2,1,1,54,2.0,0,0,51
2,22,2,1,1,37,2.0,0,0,60
1,15,2,1,3,39,2.0,0,0,51
3,26,2,2,1,40,3.0,0,0,70
1,7,1,1,3,38,1.0,0,0,55
1,11,2,1,1,42,3.0,0,0,52
1,22,2,2,3,26,2.0,1,0,48
1,4,2,1,3,36,1.0,0,0,48
1,22,2,1,1,31,3.0,0,0,49
9,13,1,1,3,38,5.0,1,0,86
3,11,1,2,3,36,5.0,1,0,70
1,16,1,1,3,31,5.0,1,0,50
2,29,2,1,3,28,4.0,1,0,58
2,23,1,2,3,39,3.0,0,0,60
2,27,2,1,3,33,2.0,0,0,60
2,20,1,1,1,42,5.0,1,0,56
7,22,2,2,1,33,3.0,0,0,49
4,1,2,1,3,28,4.0,0,0,79
1,14,2,1,1,45,4.0,0,0,50
8,22,2,1,1,25,2.0,0,0,60
1,2,2,1,3,30,3.0,0,0,50
6,2,2,1,3,39,5.0,0,0,60
2,2,2,2,1,36,1.0,0,0,56
1,13,2,1,1,42,5.0,0,0,50
6,2,2,2,3,30,3.0,0,0,61
5,22,2,1,3,35,3.0,0,0,85
2,3,2,1,3,27,2.0,0,0,68
5,2,1,1,1,52,3.0,0,0,90
1,2,2,2,1,43,2.0,1,0,50
2,24,2,2,1,33,3.0,0,1,57
4,7,2,1,3,41,5.0,1,0,79
2,7,2,1,3,40,4.0,1,0,60
7,11,2,2,1,32,3.0,1,0,53
2,24,1,2,3,31,4.0,1,0,60
7,2,1,1,3,34,3.0,0,0,55
8,2,2,1,3,40,5.0,1,0,66
1,15,2,2,3,27,5.0,0,0,47
5,20,2,1,3,43,5.0,1,0,84
1,22,2,1,2,29,5.0,0,0,44
1,2,2,2,3,26,3.0,1,0,47
1,2,2,2,1,39,3.0,1,0,49
3,11,2,1,1,39,1.0,0,0,74
1,26,2,1,1,44,3.0,0,0,49
7,2,2,2,3,39,1.0,0,0,50
1,3,1,1,1,42,3.0,0,0,43
5,16,2,1,1,31,1.0,0,0,82
3,13,1,2,1,36,4.0,1,0,71
1,24,2,2,1,30,3.0,0,0,49
4,2,1,1,3,40,5.0,0,0,78
1,11,2,1,3,33,1.0,0,0,51
4,13,2,1,1,29,4.0,1,0,80
2,26,2,1,1,28,1.0,0,0,63
2,2,2,2,1,29,3.0,1,1,60
1,13,1,1,1,31,4.0,1,0,48
8,11,2,1,3,33,3.0,0,0,59
1,11,2,1,1,39,3.0,0,0,47
4,11,2,2,3,26,5.0,0,0,76
5,22,2,2,1,29,4.0,1,0,87
4,22,1,2,3,41,3.0,0,0,78
3,7,2,2,1,30,1.0,0,0,66
2,24,2,2,1,30,3.0,0,0,60
8,22,2,1,1,27,4.0,0,0,59
2,19,2,2,1,31,4.0,0,0,60
1,23,1,1,1,40,3.0,1,0,46
3,22,2,1,1,31,3.0,1,0,71
3,16,2,2,1,39,2.0,0,0,71
8,26,2,1,3,32,3.0,0,0,63
1,25,2,1,1,26,4.0,0,0,43
2,15,2,1,1,40,3.0,0,0,52
5,22,1,1,3,44,5.0,0,0,86
1,22,2,1,1,22,2.0,0,0,50
7,13,2,1,3,32,3.0,0,0,50
2,2,2,2,1,53,1.0,0,0,61
3,2,2,1,3,50,3.0,1,0,74
3,20,2,1,3,40,3.0,1,0,69
8,15,2,1,3,28,4.0,0,0,68
5,2,2,1,3,49,3.0,0,0,84
1,15,2,1,1,34,4.0,1,0,46
3,7,2,2,1,37,3.0,0,0,72
2,10,2,1,1,31,5.0,0,0,63
2,31,2,1,1,33,5.0,1,0,59
5,5,1,1,3,36,1.0,0,0,85
1,6,2,1,1,28,3.0,0,0,42
3,23,1,2,3,34,5.0,1,1,72
7,22,2,1,3,31,3.0,0,0,51
1,13,2,1,3,26,5.0,0,0,49
7,7,2,2,3,36,4.0,0,0,52
1,2,2,1,3,31,3.0,1,0,49
4,16,2,1,3,42,4.0,0,0,82
1,11,2,1,3,28,3.0,0,0,53
4,23,2,2,1,31,5.0,1,0,82
1,13,2,1,1,56,4.0,0,0,50
5,22,2,1,3,27,5.0,0,0,86
2,2,1,1,3,40,3.0,0,0,57
5,1,2,1,1,28,3.0,0,0,84
3,7,2,2,1,29,3.0,1,0,66
4,31,2,2,3,27,2.0,0,0,79
7,2,1,1,1,60,2.0,0,0,54
3,21,2,1,1,44,5.0,1,0,67
1,31,2,1,1,26,3.0,0,0,48
4,5,2,1,3,30,4.0,1,0,81
3,4,2,2,3,29,3.0,1,0,70
2,5,2,2,3,38,3.0,1,0,60
5,4,1,1,3,43,5.0,1,0,83
1,13,1,1,3,36,5.0,0,0,48
1,9,2,1,1,31,5.0,0,0,48
1,27,2,1,3,38,4.0,0,0,51
1,4,1,1,1,36,3.0,0,0,50
3,22,2,2,1,31,4.0,0,0,70
2,22,2,1,3,38,5.0,0,0,61
3,15,1,1,3,35,3.0,0,0,70
6,27,2,1,3,24,3.0,1,0,60
4,26,2,1,3,50,3.0,1,0,77
7,2,1,1,1,45,1.0,1,0,51
8,2,2,2,3,33,5.0,1,0,56
4,24,2,1,3,45,3.0,0,0,81
1,11,2,1,3,28,4.0,0,0,49
8,32,2,1,3,33,2.0,0,0,60
5,29,2,1,1,30,3.0,0,0,81
2,22,2,2,3,34,3.0,0,0,62
8,29,2,1,3,35,3.0,0,0,62
5,2,2,1,1,32,5.0,1,0,85
3,31,1,1,3,35,4.0,1,0,67
1,2,2,1,1,50,4.0,0,0,48
4,23,1,1,3,53,1.0,0,0,79
1,4,2,1,1,49,2.0,0,0,51
5,28,1,1,1,31,5.0,0,0,87
2,7,2,1,1,30,5.0,0,0,57
2,13,1,1,1,46,4.0,0,0,58
2,15,2,1,3,38,5.0,0,0,53
7,13,2,2,3,30,3.0,0,0,50
1,2,1,1,1,37,3.0,0,0,53
8,2,1,2,3,35,4.0,0,0,57
5,9,2,1,1,33,3.0,0,0,83
4,2,2,2,1,37,5.0,0,0,79
1,31,2,1,1,24,5.0,0,0,52
4,27,2,1,3,24,1.0,0,0,75
1,19,2,2,3,39,5.0,1,0,53
1,26,1,1,3,32,4.0,0,0,51
3,11,1,2,3,32,4.0,0,0,70
1,2,1,1,3,44,4.0,0,0,49
6,7,1,2,3,34,3.0,0,0,60
3,4,2,1,3,42,4.0,0,0,68
1,26,2,1,3,43,3.0,1,0,54
1,14,2,2,3,34,4.0,0,0,46
1,5,2,1,3,48,3.0,1,0,51
2,15,2,1,3,32,5.0,0,0,59
4,5,2,2,3,38,3.0,0,0,75
2,2,2,2,3,36,4.0,0,0,62
2,13,2,1,3,43,4.0,1,0,60
5,2,2,2,1,28,3.0,0,0,86
4,2,1,1,3,58,3.0,0,0,81
1,2,2,1,3,30,2.0,0,0,53
2,7,1,2,3,56,4.0,0,0,63
2,2,2,2,3,35,3.0,0,0,59
2,22,3,1,3,25,3.0,0,0,55
2,15,1,1,1,48,5.0,0,0,60
7,20,2,2,3,28,5.0,0,0,51
4,16,2,2,1,32,3.0,0,0,83
4,2,1,2,1,53,2.0,0,0,80
3,22,2,1,3,38,4.0,1,0,73
3,22,1,1,3,32,1.0,0,0,70
9,30,1,1,3,34,5.0,1,0,91
2,22,1,1,3,47,5.0,1,0,60
3,7,1,2,3,31,1.0,0,0,67
1,2,1,1,3,43,2.0,0,0,48
3,7,2,1,1,26,4.0,0,0,70
7,13,2,1,3,26,3.0,0,0,45
2,15,1,2,1,32,4.0,1,0,60
6,12,2,1,3,30,5.0,1,0,61
1,2,2,2,1,44,5.0,0,0,42
1,7,1,1,3,45,4.0,0,0,49
5,2,1,1,1,41,3.0,0,0,82
2,22,2,1,3,30,4.0,0,0,63
1,18,2,2,3,38,1.0,0,0,53
1,16,2,1,1,49,3.0,0,0,49
5,29,2,1,1,25,5.0,1,0,80
4,2,2,1,3,32,4.0,1,0,76
4,2,1,1,1,47,3.0,0,0,82
7,2,2,1,1,27,5.0,1,0,51
1,15,2,2,3,34,3.0,0,0,46
4,5,1,1,1,44,3.0,0,0,78
1,15,2,1,3,20,4.0,0,0,48
1,11,1,1,1,36,2.0,0,0,50
5,9,1,1,3,32,4.0,0,0,87
1,26,2,1,1,59,4.0,0,0,48
1,31,2,1,3,24,3.0,0,0,48
2,2,2,1,3,31,3.0,0,0,59
4,26,2,1,3,30,3.0,0,0,79
8,22,2,1,3,32,5.0,0,0,58
8,2,1,1,1,47,4.0,1,0,56
1,2,2,1,1,37,4.0,0,0,49
1,14,2,1,1,34,4.0,0,0,49
3,17,1,2,1,42,3.0,0,0,69
5,22,2,1,2,32,4.0,1,0,83
1,9,1,2,3,28,5.0,0,0,51
9,29,2,1,3,33,1.0,0,0,86
2,23,2,1,3,34,5.0,0,0,59
2,7,2,2,3,33,3.0,0,0,59
5,1,1,1,3,35,3.0,1,0,87
2,30,2,2,1,26,5.0,0,0,63
4,15,2,1,3,40,5.0,1,0,78
2,32,2,1,3,30,5.0,1,0,53
1,3,2,1,3,30,5.0,0,0,50
1,16,2,1,1,25,4.0,0,0,51
2,20,2,1,1,28,4.0,1,0,61
4,2,2,1,3,57,3.0,0,0,82
1,2,2,1,2,27,4.0,0,0,48
1,22,1,2,3,32,3.0,0,0,50
4,28,1,1,1,31,4.0,1,0,81
5,2,2,1,1,35,5.0,1,0,84
1,2,1,1,3,43,1.0,0,0,49
1,22,2,1,1,29,1.0,0,0,49
4,25,2,2,3,30,4.0,1,0,82
1,31,2,1,1,24,1.0,0,0,53
1,2,2,1,1,32,1.0,0,0,49
8,31,2,1,1,35,3.0,0,0,59
9,25,1,1,3,38,4.0,1,0,84
1,25,2,1,3,29,1.0,1,0,43
3,2,2,1,1,51,1.0,0,0,67
3,17,2,1,3,33,3.0,0,0,74
7,15,2,1,1,36,3.0,0,0,54
4,5,2,1,3,35,5.0,1,0,80
4,2,2,2,1,26,4.0,0,0,82
5,34,2,1,3,30,1.0,0,0,80
1,28,1,1,1,39,1.0,0,0,52
1,13,2,1,1,34,5.0,1,0,49
7,2,2,2,1,48,5.0,0,0,49
6,2,1,1,3,42,3.0,0,0,58
9,7,1,2,1,38,3.0,0,0,83
1,2,2,1,3,34,4.0,1,0,54
1,12,2,1,3,31,3.0,0,0,47
5,31,2,1,3,28,4.0,1,0,84
3,4,2,1,1,46,5.0,1,0,69
3,7,1,1,1,46,4.0,1,0,70
1,2,2,2,3,41,5.0,0,0,49
3,2,2,1,3,33,3.0,0,0,69
5,22,2,1,3,25,4.0,1,0,89
3,4,1,2,3,36,4.0,1,0,74
8,26,2,1,1,43,5.0,0,0,63
5,2,2,1,3,39,3.0,0,0,82
4,7,2,1,3,31,3.0,0,0,79
9,26,1,1,3,39,3.0,1,0,83
1,11,2,1,3,33,2.0,0,0,48
2,7,2,2,1,36,5.0,0,0,60
2,31,2,1,1,27,5.0,1,0,59
4,26,2,2,1,33,3.0,0,0,80
2,19,2,1,3,39,3.0,0,0,62
4,14,2,2,1,28,3.0,0,0,76
4,7,1,1,3,35,3.0,0,1,77
3,2,2,2,1,39,3.0,0,0,73
1,31,2,1,1,26,4.0,1,0,47
2,2,2,2,3,57,3.0,1,0,61
4,13,2,1,3,29,3.0,0,0,80
2,17,2,1,1,26,5.0,1,0,58
4,5,2,2,3,27,5.0,0,0,82
1,2,2,1,1,29,3.0,0,0,48
5,22,2,2,3,28,4.0,0,0,87
1,27,2,1,3,29,1.0,0,0,51
1,15,2,1,3,28,4.0,0,0,47
5,22,2,1,1,29,3.0,0,0,81
2,11,1,1,3,37,5.0,0,0,61
7,2,2,1,1,25,4.0,0,0,52
1,26,2,1,1,24,5.0,1,0,49
1,2,2,1,1,38,2.0,0,0,50
2,13,1,2,3,45,1.0,0,0,55
5,22,1,1,3,28,5.0,1,0,85
4,22,2,1,2,26,5.0,0,0,78
3,2,1,2,1,52,5.0,1,0,70
1,26,2,1,3,33,4.0,0,0,48
1,23,2,1,1,31,4.0,0,0,52
4,20,1,2,3,31,3.0,0,0,81
1,32,2,1,1,32,5.0,1,0,50
4,22,2,1,3,30,1.0,0,0,83
1,26,2,1,1,29,5.0,1,0,52
7,11,2,1,3,28,1.0,1,0,49
4,2,2,1,1,28,3.0,0,0,81
2,6,2,1,3,29,1.0,0,0,57
3,2,1,1,3,32,5.0,1,0,71
2,2,2,2,2,35,4.0,0,0,60
2,22,2,2,1,32,3.0,0,0,60
2,2,2,1,1,37,5.0,0,0,56
2,17,2,1,3,37,4.0,1,0,62
2,6,2,2,3,31,5.0,1,0,59
7,7,2,1,3,27,5.0,0,0,51
4,5,2,2,3,28,4.0,1,0,79
2,15,2,1,1,41,4.0,1,0,57
4,7,2,2,1,25,3.0,0,0,79
1,2,2,1,3,24,5.0,1,0,43
2,2,2,1,1,28,5.0,1,0,63
5,22,1,1,3,34,4.0,0,0,86
1,13,2,1,1,26,2.0,0,0,47
3,4,2,2,3,29,5.0,1,0,72
1,20,2,1,1,30,4.0,0,0,43
1,8,2,1,3,26,1.0,0,0,50
7,2,1,2,3,53,4.0,0,0,46
4,27,2,2,1,32,4.0,1,0,82
4,33,2,1,3,26,3.0,0,0,78
1,22,2,2,3,27,2.0,0,0,51
3,2,2,1,3,33,4.0,1,0,70
1,5,2,1,1,31,2.0,0,0,48
1,4,1,1,1,32,3.0,1,0,51
5,31,2,1,1,26,3.0,1,0,89
1,15,2,1,3,30,4.0,0,0,47
1,2,2,1,3,43,3.0,0,0,50
4,2,1,2,3,36,2.0,1,0,81
1,31,2,1,3,31,5.0,1,0,45
2,27,2,2,3,26,3.0,0,0,58
2,13,2,1,3,37,5.0,1,0,64
1,29,2,1,1,25,4.0,0,0,55
6,2,1,1,1,42,5.0,0,0,63
3,7,1,1,1,34,2.0,0,0,65
2,2,2,1,3,40,2.0,0,0,60
4,1,1,1,1,35,4.0,1,0,79
5,3,2,1,1,29,3.0,1,0,83
2,7,2,2,1,33,4.0,0,0,60
1,14,2,1,3,43,5.0,1,0,50
4,2,2,1,3,34,4.0,1,0,77
6,13,2,1,3,30,4.0,0,0,59
2,2,2,1,3,56,5.0,0,0,58
5,31,2,1,3,31,1.0,1,0,85
1,16,2,1,3,39,2.0,0,0,50
1,2,2,1,1,47,5.0,1,0,45
5,22,2,2,3,28,1.0,1,0,83
1,27,1,1,3,34,3.0,0,0,48
1,25,1,1,3,40,3.0,0,0,48
1,15,2,1,1,39,1.0,0,0,45
1,2,2,1,1,57,2.0,0,0,54
1,2,1,1,3,30,3.0,0,0,51
5,15,2,1,3,32,5.0,1,0,87
8,9,2,1,1,28,3.0,0,0,63
2,22,1,1,3,37,3.0,1,0,66
8,2,2,2,1,29,4.0,0,0,61
4,5,2,1,3,34,3.0,0,0,77
5,32,2,1,3,36,3.0,0,0,84
5,2,1,1,1,53,5.0,1,0,93
6,13,2,1,1,34,3.0,0,0,60
5,9,2,1,1,29,3.0,0,0,82
2,6,2,2,1,26,3.0,0,0,57
2,26,1,2,3,34,1.0,0,0,63
4,16,2,2,1,31,3.0,0,0,84
5,22,2,1,2,29,4.0,0,0,82
2,2,1,1,3,53,2.0,0,1,59
1,9,1,1,1,33,1.0,0,0,50
1,7,2,1,3,35,1.0,1,0,46
4,31,2,1,3,36,4.0,0,0,79
3,7,1,2,1,33,1.0,0,0,69
2,2,1,1,1,44,1.0,0,0,56
4,13,1,1,1,48,3.0,0,0,84
1,20,1,1,3,32,3.0,0,0,48
1,22,1,1,1,21,5.0,1,0,48
4,2,3,2,3,20,3.0,1,0,83
1,22,2,1,3,36,2.0,1,0,47
1,22,1,1,3,20,3.0,0,0,46
1,23,2,1,3,35,5.0,1,0,50
2,2,1,1,3,38,3.0,0,0,64
1,4,1,1,3,40,4.0,0,0,51
4,13,1,1,3,30,4.0,1,0,82
4,27,2,2,1,25,1.0,0,0,83
4,22,1,1,3,34,1.0,0,0,80
1,11,1,1,1,33,5.0,0,0,48
1,22,2,2,3,28,1.0,0,0,46
1,11,2,1,3,46,3.0,0,0,47
8,22,2,1,3,30,3.0,0,0,68
1,4,2,1,3,41,3.0,1,0,48
2,26,2,1,1,27,2.0,0,0,55
5,22,1,1,1,44,3.0,0,0,83
4,5,2,2,3,37,2.0,0,0,81
1,2,2,1,1,29,2.0,0,0,47
1,28,2,2,1,26,1.0,0,0,52
3,10,1,2,1,33,5.0,0,0,67
1,2,2,2,1,24,5.0,0,0,50
4,7,1,2,3,35,3.0,0,0,84
1,23,2,1,1,34,5.0,0,0,51
3,15,1,1,1,34,5.0,0,0,73
2,28,2,1,3,30,1.0,0,0,59
3,4,1,1,3,44,3.0,1,0,70
2,22,2,1,3,44,3.0,1,0,53
2,2,2,1,3,28,3.0,0,0,58
2,10,1,1,3,48,3.0,1,0,59
1,2,2,1,3,37,5.0,0,0,53
1,28,1,1,3,32,4.0,1,0,53
4,7,1,1,1,34,3.0,0,0,79
1,15,2,1,1,50,3.0,0,0,46
1,27,2,1,3,29,4.0,0,0,53
5,22,2,1,3,40,3.0,0,0,87
2,7,2,1,1,29,1.0,0,0,61
7,26,2,2,3,27,4.0,1,0,53
2,4,1,1,3,45,4.0,1,0,58
3,2,2,1,3,55,3.0,0,0,68
1,25,2,1,1,32,5.0,0,0,46
2,15,2,1,1,57,3.0,0,0,61
1,31,2,1,1,31,4.0,0,0,48
1,13,2,2,1,31,2.0,0,0,49
2,26,2,1,3,31,5.0,1,0,57
1,32,2,1,1,26,3.0,0,0,51
1,13,2,2,3,26,5.0,0,0,51
3,27,2,2,1,30,3.0,0,0,75
2,7,2,2,1,30,1.0,0,0,57
5,2,1,1,1,56,3.0,0,0,91
2,8,2,1,3,31,3.0,0,1,59
4,2,1,1,1,47,2.0,0,0,78
2,23,2,2,1,39,3.0,0,0,59
3,21,2,1,3,46,3.0,0,0,70
1,22,1,1,1,27,2.0,1,0,47
3,20,2,1,1,32,2.0,0,0,70
4,20,2,1,3,27,3.0,0,0,75
7,2,3,2,3,23,3.0,0,0,49
2,22,2,1,1,33,3.0,1,0,59
1,7,1,1,1,36,1.0,0,0,50
1,22,2,1,1,27,1.0,0,0,53
5,28,1,1,3,40,5.0,1,0,82
1,2,2,1,3,52,2.0,0,0,47
3,2,1,1,1,40,4.0,1,0,69
4,7,1,1,3,46,3.0,0,0,79
3,13,2,2,3,52,5.0,0,0,73
1,10,1,1,1,34,4.0,0,0,51
3,2,1,2,1,55,4.0,1,0,70
3,7,1,1,1,35,1.0,0,0,62
4,22,1,2,1,34,3.0,0,0,80
1,24,2,1,1,27,3.0,0,0,54
2,2,1,1,3,56,3.0,0,0,56
1,33,2,1,1,36,2.0,0,0,43
1,13,2,1,3,48,5.0,1,0,49
5,32,2,1,3,28,5.0,1,0,81
3,9,2,2,3,29,3.0,0,0,69
3,13,2,1,3,27,4.0,1,0,71
4,2,3,1,3,21,3.0,1,0,79
1,2,2,2,1,37,2.0,0,0,47
2,1,2,2,1,30,5.0,1,0,57
5,9,2,1,3,29,2.0,0,0,85
4,4,1,1,1,40,3.0,0,0,79
7,33,2,1,1,32,4.0,1,0,48
